PMID,Title,Publication Year,DOI
30373306,Generation and Analysis of Ultrasound Images Using Plane Wave and Sparse Arrays Techniques,2018,10.3390/s18113660
29518963,Optimization and Analysis of a U-Shaped Linear Piezoelectric Ultrasonic Motor Using Longitudinal Transducers,2018,10.3390/s18030809
30176721,Novel Self-Assembly Route Assisted Ultra-Fast Trace Volatile Organic Compounds Gas Sensing Based on Three-Dimensional Opal Microspheres Composites for Diabetes Diagnosis,2018,10.1021/acsami.8b13010
30072637,Self-Sensing Nonlinear Ultrasonic Fatigue Crack Detection under Temperature Variation (†),2018,10.3390/s18082527
30041723,Salivary Analysis Based on Surface Enhanced Raman Scattering Sensors Distinguishes Early and Advanced Gastric Cancer Patients from Healthy Persons,2018,10.1166/jbn.2018.2621
29587472,2D Analytical Model for the Directivity Prediction of Ultrasonic Contact Type Transducers in the Generation of Guided Waves,2018,10.3390/s18040987
30423892,Ultrasonic Sensing and Actuation in Laminate Structures Using Bondline-Embedded d35 Piezoelectric Sensors,2018,10.3390/s18113885
30424025,Parametric Analysis and Optimization of Radially Layered Cylindrical Piezoceramic/Epoxy Composite Transducers,2018,10.3390/mi9110585
29751122,Enhanced damage imaging of a metallic plate using matching pursuit algorithm with multiple wavepaths,2018,10.1016/j.ultras.2018.01.014
30096858,Design of Binary-Sequence Zone Plates in High Wavelength Domains,2018,10.3390/s18082604
29346295,Peri-Elastodynamic Simulations of Guided Ultrasonic Waves in Plate-Like Structure with Surface Mounted PZT,2018,10.3390/s18010274
29597327,A Simultaneous and Continuous Excitation Method for High-Speed Electrical Impedance Tomography with Reduced Transients and Noise Sensitivity,2018,10.3390/s18041013
30347845,Detection and Characterization of Damage in Quasi-Static Loaded Composite Structures using Passive Thermography,2018,10.3390/s18103562
28438313,"Analysis of the metal layer thickness influence on the dispersion characteristics of acoustic waves propagating in the layered piezoelectric structure ""Me/AlN/Me/diamond""",2018,10.1016/j.ultras.2017.03.013
29518927,Smart Sound Processing for Defect Sizing in Pipelines Using EMAT Actuator Based Multi-Frequency Lamb Waves,2018,10.3390/s18030802
27816873,Long-range measurement system using ultrasonic range sensor with high-power transmitter array in air,2017,10.1016/j.ultras.2016.10.012
28441738,Simulation Study of the Localization of a Near-Surface Crack Using an Air-Coupled Ultrasonic Sensor Array,2017,10.3390/s17040930
28448454,Orthogonal Chirp-Based Ultrasonic Positioning,2017,10.3390/s17050976
29113126,A Robust High-Accuracy Ultrasound Indoor Positioning System Based on a Wireless Sensor Network,2017,10.3390/s17112554
27665141,Ultrasonic bone localization algorithm based on time-series cumulative kurtosis,2017,10.1016/j.isatra.2016.09.012
27701917,Sensitivity improvements of a resonance-based tactile sensor,2017,10.1080/03091902.2016.1239278
27914306,A contactless ultrasonic surface wave approach to characterize distributed cracking damage in concrete,2017,10.1016/j.ultras.2016.11.003
28863405,Phantom study evaluating detection of simulated upper airway occlusion using piezoelectric ultrasound transducers,2017,10.1016/j.compbiomed.2017.08.019
27838601,Ultrasonic bent waveguides approach for distributed temperature measurement,2017,10.1016/j.ultras.2016.10.015
28973996,PSpice Modeling of a Sandwich Piezoelectric Ceramic Ultrasonic Transducer in Longitudinal Vibration,2017,10.3390/s17102253
28350703,RF Safety Analysis of a Novel Ultra-wideband Fetal Monitoring System,2017,10.1097/HP.0000000000000649
27723531,Directivity analysis of meander-line-coil EMATs with a wholly analytical method,2017,10.1016/j.ultras.2016.09.016
28511082,Nonlinear Lamb waves for fatigue damage identification in FRP-reinforced steel plates,2017,10.1016/j.ultras.2017.05.004
28253677,Reconstruction of Lamb wave dispersion curves by sparse representation with continuity constraints,2017,10.1121/1.4974063
28253690,Analytical design method of a device for ultrasonic elliptical vibration cutting,2017,10.1121/1.4976340
29207530,Characterization of Ultrasound Energy Diffusion Due to Small-Size Damage on an Aluminum Plate Using Piezoceramic Transducers,2017,10.3390/s17122796
29206137,Analysis of Fresnel Zone Plates Focusing Dependence on Operating Frequency,2017,10.3390/s17122809
28350369,A Novel Ultrasonic Method for Liquid Level Measurement Based on the Balance of Echo Energy,2017,10.3390/s17040706
28498307,An Improved Design of the Spiral-Coil EMAT for Enhancing the Signal Amplitude,2017,10.3390/s17051106
29023385,Implementation of High Time Delay Accuracy of Ultrasonic Phased Array Based on Interpolation CIC Filter,2017,10.3390/s17102322
28489062,Ultrasound Transmission Tomography for Detecting and Measuring Cylindrical Objects Embedded in Concrete,2017,10.3390/s17051085
28098841,Compressed Sensing Techniques Applied to Ultrasonic Imaging of Cargo Containers,2017,10.3390/s17010162
28347871,Acoustic emission source localization in thin metallic plates: A single-sensor approach based on multimodal edge reflections,2017,10.1016/j.ultras.2017.03.006
27930917,Love-mode surface acoustic wave devices based on multilayers of TeO(2)/ZnO(112¯0)/Si(100) with high sensitivity and temperature stability,2017,10.1016/j.ultras.2016.11.017
28786924,Influence of the Spatial Dimensions of Ultrasonic Transducers on the Frequency Spectrum of Guided Waves,2017,10.3390/s17081825
28617326,A Study on the Model of Detecting the Liquid Level of Sealed Containers Based on Kirchhoff Approximation Theory,2017,10.3390/s17061394
29113058,Structural Health Monitoring of Above-Ground Storage Tank Floors by Ultrasonic Guided Wave Excitation on the Tank Wall,2017,10.3390/s17112542
29072595,Soft Sensing of Non-Newtonian Fluid Flow in Open Venturi Channel Using an Array of Ultrasonic Level Sensors-AI Models and Their Validations,2017,10.3390/s17112458
28106748,Two-Dimensional Numerical Simulations of Ultrasound in Liquids with Gas Bubble Agglomerates: Examples of Bubbly-Liquid-Type Acoustic Metamaterials (BLAMMs),2017,10.3390/s17010173
26596420,Simulation of ultrasonic and EMAT arrays using FEM and FDTD,2016,10.1016/j.ultras.2015.10.020
27854267,Development of Cloud-Based UAV Monitoring and Management System,2016,10.3390/s16111913
27542437,Wind speed and direction measurement based on arc ultrasonic sensor array signal processing algorithm,2016,10.1016/j.isatra.2016.07.010
27347955,Experimental Analysis of Bisbenzocyclobutene Bonded Capacitive Micromachined Ultrasonic Transducers,2016,10.3390/s16070959
26372509,One sensor acoustic emission localization in plates,2016,10.1016/j.ultras.2015.08.010
25749977,In vitro evaluation of an ultrasonic cardiac output monitoring (USCOM) device,2016,10.1007/s10877-015-9685-8
27043559,An Energy Aware Adaptive Sampling Algorithm for Energy Harvesting WSN with Energy Hungry Sensors,2016,10.3390/s16040448
27941617,Concrete Infill Monitoring in Concrete-Filled FRP Tubes Using a PZT-Based Ultrasonic Time-of-Flight Method,2016,10.3390/s16122083
27294931,A Novel Multi-Sensor Environmental Perception Method Using Low-Rank Representation and a Particle Filter for Vehicle Reversing Safety,2016,10.3390/s16060848
27483272,Eigenspace-Based Generalized Sidelobe Canceler Beamforming Applied to Medical Ultrasound Imaging,2016,10.3390/s16081192
27358560,Graphene oxide/multi-walled carbon nanotubes as nanofeatured scaffolds for the assisted deposition of nanohydroxyapatite: characterization and biological evaluation,2016,10.2147/IJN.S106339
27834799,A Fast Method to Calculate the Spatial Impulse Response for 1-D Linear Ultrasonic Phased Array Transducers,2016,10.3390/s16111873
24935027,Oil-water de-emulsification using ultrasonic technology,2015,10.1016/j.ultsonch.2014.05.014
25994690,Passive acoustic mapping utilizing optimal beamforming in ultrasound therapy monitoring,2015,10.1121/1.4916694
25769218,Development of an innovative device for ultrasonic elliptical vibration cutting,2015,10.1016/j.ultras.2015.02.015
25682294,Influence of attenuation on acoustic emission signals in carbon fiber reinforced polymer panels,2015,10.1016/j.ultras.2015.01.016
26712766,Sensor Fusion Based Model for Collision Free Mobile Robot Navigation,2015,10.3390/s16010024
26099140,A Multimodal Image Reconstruction Method Using Ultrasonic Waves and Electrical Resistance Tomography,2015,10.1109/TIP.2015.2445575
25613429,The application of second-order approximation of Taylor series in thickness shear vibration analysis of quartz crystal microbalances,2015,10.1016/j.ultras.2014.12.007
26231999,"Analytical modeling, finite-difference simulation and experimental validation of air-coupled ultrasound beam refraction and damping through timber laminates, with application to non-destructive testing",2015,10.1016/j.ultras.2015.06.013
25783780,Dynamic interrogator for elastic wave sensing using Fabry Perot filters based on fiber Bragg gratings,2015,10.1016/j.ultras.2015.02.018
25905700,A sparse reconstruction algorithm for ultrasonic images in nondestructive testing,2015,10.3390/s150409324
25625904,Analytical study of the propagation of fast longitudinal modes along wz-BN/AlN thin acoustic waveguides,2015,10.3390/s150202525
24156928,"Modeling nonlinearities of ultrasonic waves for fatigue damage characterization: theory, simulation, and experimental validation",2014,10.1016/j.ultras.2013.09.023
24834908,Numerical simulation of nonlinear Lamb waves used in a thin plate for detecting buried micro-cracks,2014,10.3390/s140508528
25123465,Acoustic devices for particle and cell manipulation and sensing,2014,10.3390/s140814806
25412215,Locally-referenced ultrasonic--LPS for localization and navigation,2014,10.3390/s141121750
25430142,Modeling thin-film piezoelectric polymer ultrasonic sensors,2014,10.1063/1.4901966
24886660,An inverse method to determine the mechanical properties of the iris in vivo,2014,10.1186/1475-925X-13-66
25474777,"Localization of focused-ultrasound beams in a tissue phantom, using remote thermocouple arrays",2014,10.1109/TUFFC.2014.006702
25098208,Dual-element transducer with phase-inversion for wide depth of field in high-frequency ultrasound imaging,2014,10.3390/s140814278
24834907,Sensor systems for vehicle environment perception in a Highway Intelligent Space System,2014,10.3390/s140508513
25609040,A novel ultrasound technique for detection of osteochondral defects in the ankle joint: a parametric and feasibility study,2014,10.3390/s150100148
24472432,High order shear horizontal modes for minimum remnant thickness,2014,10.1016/j.ultras.2013.12.013
24854059,Ultrasonic lens based on a subwavelength slit surrounded by grooves,2014,10.3390/s140508821
24523694,Biologically-inspired adaptive obstacle negotiation behavior of hexapod robots,2014,10.3389/fnbot.2014.00003
24743156,Design of a broadband electrical impedance matching network for piezoelectric ultrasound transducers based on a genetic algorithm,2014,10.3390/s140406828
23683798,Mechanism of the quasi-zero axial acoustic radiation force experienced by elastic and viscoelastic spheres in the field of a quasi-Gaussian beam and particle tweezing,2014,10.1016/j.ultras.2013.04.010
23742360,A beam based method for target localization: inspiration from bats' directivity and binaural reception for ultrasonic sonar,2013,10.1121/1.4802829
23259979,Computational modeling and experimental studies of the dynamic performance of ultrasonic horn profiles used in plastic welding,2013,10.1016/j.ultras.2012.11.003
22784707,Experimental and simulated performance of lithium niobate 1-3 piezocomposites for 2 MHz non-destructive testing applications,2013,10.1016/j.ultras.2012.05.007
23475926,A new regularization technique for limited-view sound-speed imaging,2013,10.1109/TUFFC.2013.2602
22795912,Resizing buffer rods for ultrasound testing of food products with acoustic noise considerations,2013,10.1016/j.ultras.2012.06.013
22867991,A measurement-domain adaptive beamforming approach for ultrasound instrument based on distributed compressed sensing: Initial development,2013,10.1016/j.ultras.2012.06.009
22781263,High sensitivity fiber optic angular displacement sensor and its application for detection of ultrasound,2012,10.1364/AO.51.004841
22781246,Analysis of ultrasonic frequency response of surface attached fiber Bragg grating,2012,10.1364/AO.51.004709
22368457,Ultrasound nondestructive evaluation (NDE) imaging with transducer arrays and adaptive processing,2012,10.3390/s120100042
28516533,Poster - Thur Eve - 03: LDR to HDR: RADPOS applications in brachytherapy,2012,10.1118/1.4740110
22448281,Volume navigation with contrast enhanced ultrasound and image fusion for percutaneous interventions: first results,2012,10.1371/journal.pone.0033956
20703672,Modeling and simulation of right ventricular volume measurement system during right heart catheterization,2012,10.1007/s10916-010-9525-9
22827844,Phase dependencies between longitudinal corneal apex displacement and cardiovascular signals: is the ocular pulse influenced by the electrical activity of the heart?,2012,10.1111/j.1444-0938.2012.00775.x
22729359,Acute and chronic high-frequency properties of cardiac pacing and defibrillation leads,2012,10.1007/s11517-012-0935-3
21094966,"Simulation of ultrasonic lamb wave generation, propagation and detection for a reconfigurable air coupled scanner",2011,10.1016/j.ultras.2010.10.004
22163749,Performance of an ultrasonic ranging sensor in apple tree canopies,2011,10.3390/s110302459
22319405,Ultrasonic and LIDAR sensors for electronic canopy characterization in vineyards: advances to improve pesticide application methods,2011,10.3390/s110202177
21414699,An implant-free double-bundle reconstruction of the anterior cruciate ligament: operative technique and influence on tibiofemoral kinematics,2011,10.1016/j.clinbiomech.2011.02.008
21236460,Modeling electrical response of polymer-coated SAW resonators by equivalent circuit representation,2011,10.1016/j.ultras.2010.12.006
22346649,LPS auto-calibration algorithm with predetermination of optimal zones,2011,10.3390/s111110398
21450326,Instantaneous axial force of a high-order Bessel vortex beam of acoustic waves incident upon a rigid movable sphere,2011,10.1016/j.ultras.2011.02.006
21339000,Axial acoustic radiation force of progressive cylindrical diverging waves on a rigid and a soft cylinder immersed in an ideal compressible fluid,2011,10.1016/j.ultras.2010.12.004
21097205,Pilot study of longitudinal ultrasonic sensor for dynamic volumetric assessment of gastroesophageal reflux,2010,10.1109/IEMBS.2010.5627843
20447760,Super-resolution image reconstruction using diffuse source models,2010,10.1016/j.ultrasmedbio.2010.03.002
20920837,The anterior cruciate ligament provides resistance to externally applied anterior tibial force but not to internal rotational torque during simulated weight-bearing flexion,2010,10.1016/j.arthro.2010.04.069
20178913,Finite element analysis and optimization of a single-axis acoustic levitator,2010,10.1109/TUFFC.2010.1427
22219703,A compact tunable diode laser absorption spectrometer to monitor CO2 at 2.7 μm wavelength in hypersonic flows,2010,10.3390/s100606081
19939427,Hysteresis compensation of piezoelectric actuators: the modified Rayleigh model,2010,10.1016/j.ultras.2009.10.012
19473925,Vibro-magnetometry: theoretical aspects and simulations,2009,10.1109/TUFFC.2009.1140
22408564,Design of a smart ultrasonic transducer for interconnecting machine applications,2009,10.3390/s90604986
19108858,Semi-analytical finite element analysis of elastic waveguides subjected to axial loads,2009,10.1016/j.ultras.2008.10.018
19541335,Lamb wave detection of limpet mines on ship hulls,2009,10.1016/j.ultras.2009.05.009
22303160,A neuro-fuzzy system for extracting environment features based on ultrasonic sensors,2009,10.3390/s91210023
18374383,Rotational motion in sensorless freehand three-dimensional ultrasound,2008,10.1016/j.ultras.2008.01.008
18643372,Flow induced by acoustic streaming on surface-acoustic-wave devices and its application in biofouling removal: a computational study and comparisons to experiment,2008,10.1103/PhysRevE.77.066308
18513729,Forces in anterior cruciate ligament during simulated weight-bearing flexion with anterior and internal rotational tibial load,2008,10.1016/j.jbiomech.2008.04.010
18599424,Design of a MEMS discretized hyperbolic paraboloid geometry ultrasonic sensor microarray,2008,10.1109/TUFFC.2008.799
18206202,In situ 2-D piezoelectric wafer active sensors arrays for guided wave damage detection,2008,10.1016/j.ultras.2007.10.008
19062840,Torsional waves propagation along a waveguide of arbitrary cross section immersed in a perfect fluid,2008,10.1121/1.2968677
18237758,Optimally discriminant moments for speckle detection in real B-scan images,2008,10.1016/j.ultras.2007.11.010
19045773,An active acoustic tripwire for simultaneous detection and localization of multiple underwater intruders,2008,10.1121/1.2977675
17413551,Minimal sensor count approach to fuzzy logic rotary blood pump flow control,2007,10.1097/01.mat.0000250786.56697.f2
17383706,Effect of anisotropy on acoustoelastic birefringence in wood,2007,10.1016/j.ultras.2007.01.009
17552700,Locating air leaks in manned spacecraft using structure-borne noise,2007,10.1121/1.2722051
17692880,Design and dynamic evaluation for a linear ultrasonic stage using the thin-disc structure actuator,2007,10.1016/j.ultras.2007.06.005
17471723,Time reversal imaging for sensor networks with optimal compensation in time,2007,10.1121/1.2536888
18189561,Optimal array pattern synthesis for broadband arrays,2007,10.1121/1.2785037
18051166,"A novel pyroelectric method of determining ultrasonic transducer output power: device concept, modeling, and preliminary studies",2007,10.1109/tuffc.2007.536
17441599,Mass sensitivity of thickness-twist modes in a rectangular piezoelectric plate of hexagonal crystals,2007,10.1109/tuffc.2007.323
16921900,Flexible ultrasonic transducers,2006,10.1109/tuffc.2006.1665105
16555770,Phased-ultrasonic receiving-planar array transducer for partial discharge location in transformer,2006,10.1109/tuffc.2006.1610570
16797654,Noise level analysis in buffer rod geometries for ultrasonic sensors,2006,10.1016/j.ultras.2006.05.106
16690095,Ultrasonic density measurement cell design and simulation of non-ideal effects,2006,10.1016/j.ultras.2006.03.003
16844161,Sensitivity of a Lamb wave sensor with 2 microm AlN membrane,2006,10.1016/j.ultras.2006.05.206
16797665,Acoustic wave propagation in high-pressure system,2006,10.1016/j.ultras.2006.05.144
16107274,"Microelectronics mounted on a piezoelectric transducer: method, simulations, and measurements",2006,10.1016/j.ultras.2005.06.004
17671311,"Sensors, motors, and tuning in the cochlea: interacting cells could form a surface acoustic wave resonator",2006,10.1088/1748-3182/1/3/004
16797644,Diffraction aperture non-ideal behaviour of air coupled transducers array elements designed for NDT,2006,10.1016/j.ultras.2006.05.125
16793105,Performance optimization of plate-mode sensors with bi-layered structure,2006,10.1016/j.ultras.2006.05.039
15843738,Stability of miniature electromagnetic tracking systems,2005,10.1088/0031-9155/50/9/011
16245605,Design of ultrasonic transmitters with defined frequency characteristics for wireless pressure sensing in injection molding,2005,10.1109/tuffc.2005.1509795
15544261,Palpation imaging using a haptic system for virtual reality applications in medicine,2004,10.1142/9789812702678_0055
15000606,Reconstruction of the temperature field for inverse ultrasound hyperthermia calculations at a muscle/bone interface,2004,10.1118/1.1637734
15047333,Thick aluminium nitride films deposited by room-temperature sputtering for ultrasonic applications,2004,10.1016/j.ultras.2004.02.007
15047324,A conical piezoelectric transducer with integral sensor as a self-calibrating acoustic emission energy source,2004,10.1016/j.ultras.2003.12.039
15047325,Imaging with lithium niobate/epoxy composites,2004,10.1016/j.ultras.2003.12.031
15047295,Multilayer piezocomposite structures with piezoceramic volume fractions determined by mathematical optimisation,2004,10.1016/j.ultras.2004.01.019
12765392,Transmission mode time-reversal super-resolution imaging,2003,10.1121/1.1566975
15455880,A haptic sensor-actor-system based on ultrasound elastography and electrorheological fluids for virtual reality applications in medicine,2003,
12206630,Reconstruction of ultrasonic fields by deconvolving the hydrophone aperture effects. I. Theory and simulation,2002,10.1016/s0041-624x(02)00346-3
12322878,Narrowband impedance matching layer for high efficiency thickness mode ultrasonic transducers,2002,10.1109/58.990941
12468423,A digital model for the venous junctions,2002,10.1080/1025584021000011109
12160343,Sensor fusion by pseudo information measure: a mobile robot application,2002,10.1016/s0019-0578(07)60088-3
18238689,Noise analysis in air-coupled PVDF ultrasonic sensors,2000,10.1109/58.883532
10829764,Improvement of the lateral resolution of finite-size hydrophones by deconvolution,2000,10.1016/s0041-624x(99)00227-9
9589320,A comparison of reduced-order modelling techniques for application in hyperthermia control and estimation,1998,10.3109/02656739809018220
9805836,The NavBelt--a computerized travel aid for the blind based on mobile robotics technology,1998,10.1109/10.725334
9212929,An automatic flow controller for a centrifugal blood pump,1997,10.1111/j.1525-1594.1997.tb03712.x
18244102,SPICE model for lossy piezoceramic transducers,1997,10.1109/58.585191
11541318,The feasibility of Doppler monitoring during EVA,1995,10.1016/0094-5765(95)00041-w
7887002,[Biomechanic results in impingement syndrome of the shoulder],1995,10.1055/s-2008-1039460
7793550,Measurement of tidal flow using a transit-time ultrasonic breath analyser,1995,10.1111/j.1365-2044.1995.tb05999.x
7976295,Function of the supraspinatus muscle. Abduction of the humerus studied in cadavers,1994,10.3109/17453679408995490
8073297,[Function of the supraspinatus muscle in a dynamic shoulder model],1994,
8194241,Biomechanical data concerning the shoulder impingement syndrome,1994,
18296195,Analytical comparison of sensor signal processing enhancements for NDT synthetic aperture ultrasonic imaging,1993,10.1109/83.210866
1880461,Flow dependence of 2-D temperature distributions induced in the perfused canine kidney by ultrasound,1991,10.3109/02656739109005002
18285037,Simulation of piezoelectric devices by two- and three-dimensional finite elements,1990,10.1109/58.55314
6631861,"Effects of vibration, noise and restraint on heart rate, blood pressure and renal blood flow in the pig",1983,
